Unnamee: 0,lnd,lnT,lnR,L,dq,conv_vel,h1,he3,he4,c12,n14,o16,ne20,mg24
861,1.4514653505825743e+00,1.7161358460807187e+01,2.4801795072988688e+01,6.8663547923454419e+37,3.2069822741477307e-03,3.0099323785662694e+04,6.9902024475601232e-01,2.0236492012177387e-07,2.8042566562924360e-01,6.4893066633272056e-05,5.0099477096004019e-03,9.2892615996023870e-03,2.0994604783340897e-03,4.0903243956537558e-03
862,1.4578891772337452e+00,1.7164673437230042e+01,2.4793022088903917e+01,6.8397282711408182e+37,3.1896177746723055e-03,3.0352332059218682e+04,6.9902024473585182e-01,2.0236486190636133e-07,2.8042566564892027e-01,6.4893060899668766e-05,5.0099477191855017e-03,9.2892615962927926e-03,2.0994604783340897e-03,4.0903243956537558e-03
863,1.4643126897698501e+00,1.7167986471932854e+01,2.4784119551819938e+01,6.8115794491839203e+37,3.1896177746721945e-03,3.0603896594345521e+04,6.9902024471551014e-01,2.0236480337621345e-07,2.8042566566879511e-01,6.4893055237724146e-05,5.0099477287185480e-03,9.2892615929471400e-03,2.0994604783340897e-03,4.0903243956537558e-03
864,1.4707352354337559e+00,1.7171297086996151e+01,2.4775032081722150e+01,6.7816691172449052e+37,3.1702764172347754e-03,3.0855465467317877e+04,6.9902024469498851e-01,2.0236474453261075e-07,2.8042566568886687e-01,6.4893049649778609e-05,5.0099477381967476e-03,9.2892615895655072e-03,2.0994604783340897e-03,4.0903243956537558e-03
865,1.4771574962795510e+00,1.7174605725297887e+01,2.4765807621706010e+01,6.7500899171604604e+37,3.1702764172346644e-03,3.1105509193269531e+04,6.9902024467428374e-01,2.0236468536159155e-07,2.8042566570913919e-01,6.4893044136164199e-05,5.0099477476203357e-03,9.2892615861471767e-03,2.0994604783340897e-03,4.0903243956537558e-03
866,1.4835788072308819e+00,1.7177911876807938e+01,2.4756382206367018e+01,6.7165553537995590e+37,3.1488576065807918e-03,3.1355539784441779e+04,6.9902024465339778e-01,2.0236462586538128e-07,2.8042566572961042e-01,6.4893038699461076e-05,5.0099477569862251e-03,9.2892615826922408e-03,2.0994604783340897e-03,4.0903243956537558e-03
867,1.4899998340068465e+00,1.7181216002180502e+01,2.4746811543070670e+01,6.6811953587792523e+37,3.1488576065807918e-03,3.1603847826432924e+04,6.9902024463232708e-01,2.0236456603026011e-07,2.8042566575028420e-01,6.4893033340139858e-05,5.0099477662945064e-03,9.2892615791999677e-03,2.0994604783340897e-03,4.0903243956537558e-03
868,1.4964198170715022e+00,1.7184517583154743e+01,2.4737021946110449e+01,6.6436672396535056e+37,3.1252565424130254e-03,3.1852098552646297e+04,6.9902024461107385e-01,2.0236450585943579e-07,2.8042566577115891e-01,6.4893028061022448e-05,5.0099477755417920e-03,9.2892615756704657e-03,2.0994604783340897e-03,4.0903243956537558e-03
869,1.5028393676263902e+00,1.7187817144266530e+01,2.4727077876930518e+01,6.6041473163836954e+37,3.1252565424130254e-03,3.2098408793353532e+04,6.9902024458963483e-01,2.0236444533947399e-07,2.8042566579223811e-01,6.4893022862716067e-05,5.0099477847280260e-03,9.2892615721029887e-03,2.0994604783340897e-03,4.0903243956537558e-03
870,1.5092577374809900e+00,1.7191114207635003e+01,2.4716894609139932e+01,6.5622261358573403e+37,3.0993558153802349e-03,3.2344620071623459e+04,6.9902024456801212e-01,2.0236438447474598e-07,2.8042566581351993e-01,6.4893017748298174e-05,5.0099477938494931e-03,9.2892615684976771e-03,2.0994604783340897e-03,4.0903243956537558e-03
871,1.5156755994124846e+00,1.7194409349521857e+01,2.4706546526372212e+01,6.5181373322193927e+37,3.0993558153802349e-03,3.2588664786735890e+04,6.9902024454620246e-01,2.0236432325219309e-07,2.8042566583500798e-01,6.4893012718512244e-05,5.0099478029059918e-03,9.2892615648537741e-03,2.0994604783340897e-03,4.0903243956537558e-03
872,1.5220921714270922e+00,1.7197702032825185e+01,2.4695936294435871e+01,6.4713920820740371e+37,3.0709764313414669e-03,3.2832542449023467e+04,6.9902024452420885e-01,2.0236426167799295e-07,2.8042566585669991e-01,6.4893007776739608e-05,5.0099478118933875e-03,9.2892615611714965e-03,2.0994604783340897e-03,4.0903243956537558e-03
873,1.5285081599048022e+00,1.7200992835674096e+01,2.4685149774150771e+01,6.4222954420300153e+37,3.0709764313414669e-03,3.3073965679558612e+04,6.9902024450202766e-01,2.0236419973950465e-07,2.8042566587859925e-01,6.4893002923849030e-05,5.0099478208113383e-03,9.2892615574500698e-03,2.0994604783340897e-03,4.0903243956537558e-03
874,1.5349227275114419e+00,1.7204281142976174e+01,2.4674074989866068e+01,6.3702636207798031e+37,3.0399273407114582e-03,3.3315097519667702e+04,6.9902024447966288e-01,2.0236413744485708e-07,2.8042566590070311e-01,6.4892998163526378e-05,5.0099478296552861e-03,9.2892615536898013e-03,2.0994604783340897e-03,4.0903243956537558e-03
875,1.5413365992507750e+00,1.7207567534208296e+01,2.4662811114630578e+01,6.3156903568471660e+37,3.0399273407115692e-03,3.3553418421130394e+04,6.9902024445711070e-01,2.0236407478188063e-07,2.8042566592301504e-01,6.4892993496752584e-05,5.0099478384247548e-03,9.2892615498899147e-03,2.0994604783340897e-03,4.0903243956537558e-03
876,1.5477488906482184e+00,1.7210851327956026e+01,2.4651229105557055e+01,6.2578782873608433e+37,3.0060187231446557e-03,3.3791269979993741e+04,6.9902024443437555e-01,2.0236401176069205e-07,2.8042566594553157e-01,6.4892988927508588e-05,5.0099478471147689e-03,9.2892615460507972e-03,2.0994604783340897e-03,4.0903243956537558e-03
877,1.5541603399497667e+00,1.7214133127053321e+01,2.4639443568549954e+01,6.1973305357072714e+37,3.0060187231447668e-03,3.4025900900230832e+04,6.9902024441145416e-01,2.0236394836969364e-07,2.8042566596825615e-01,6.4892984456875373e-05,5.0099478557247332e-03,9.2892615421716815e-03,2.0994604783340897e-03,4.0903243956537558e-03
878,1.5589866609135009e+00,1.7216598535680720e+01,2.4627305534318457e+01,6.1332142003164937e+37,1.4845307001675196e-03,3.4259799322228627e+04,6.9902024439409142e-01,2.0236390045976047e-07,2.8042566598548791e-01,6.4892981174313746e-05,5.0099478621312902e-03,9.2892615392266506e-03,2.0994604783340897e-03,4.0903243956537558e-03
879,1.5621810949419614e+00,1.7218232435846299e+01,2.4621173998822634e+01,6.1001611064034548e+37,1.4845307001676307e-03,3.4375018872539500e+04,6.9902024438253027e-01,2.0236386859391037e-07,2.8042566599696773e-01,6.4892979023016073e-05,5.0099478663589103e-03,9.2892615372634814e-03,2.0994604783340897e-03,4.0903243956537558e-03
880,1.5669784219553939e+00,1.7220689263172513e+01,2.4614947668457678e+01,6.0661556907226081e+37,2.9690614003351502e-03,3.4490110920460503e+04,6.9902024436506486e-01,2.0236382050634724e-07,2.8042566601431939e-01,6.4892975825251255e-05,5.0099478726876514e-03,9.2892615342943205e-03,2.0994604783340897e-03,4.0903243956537558e-03
881,1.5733853058997782e+00,1.7223963695553843e+01,2.4602197359285375e+01,5.9951822123962354e+37,2.9288757871012162e-03,3.4719657633745004e+04,6.9902024434159857e-01,2.0236375603553531e-07,2.8042566603765752e-01,6.4892971670167343e-05,5.0099478810339981e-03,9.2892615302957519e-03,2.0994604783340897e-03,4.0903243956537558e-03
882,1.5797911825069461e+00,1.7227236187862837e+01,2.4589208025051956e+01,5.9210831453003711e+37,2.9288757871011053e-03,3.4945013942655323e+04,6.9902024431795046e-01,2.0236369120084427e-07,2.8042566606120104e-01,6.4892967624937085e-05,5.0099478892875248e-03,9.2892615262567890e-03,2.0994604783340897e-03,4.0903243956537558e-03
883,1.5861951622615899e+00,1.7230506032515862e+01,2.4575779993849060e+01,5.8426720865317092e+37,2.8852423627976367e-03,3.5169190040705990e+04,6.9902024429412694e-01,2.0236362601929727e-07,2.8042566608494450e-01,6.4892963694404359e-05,5.0099478974419655e-03,9.2892615221781369e-03,2.0994604783340897e-03,4.0903243956537558e-03
884,1.5925980946445212e+00,1.7233774016145160e+01,2.4562090840540813e+01,5.7609480244791075e+37,2.8852423627976367e-03,3.5388669055904773e+04,6.9902024427012552e-01,2.0236356048199870e-07,2.8042566610889068e-01,6.4892959879859342e-05,5.0099479054963973e-03,9.2892615180591313e-03,2.0994604783340897e-03,4.0903243956537558e-03
885,1.5989989947798113e+00,1.7237039365574751e+01,2.4547908422095972e+01,5.6744959389495699e+37,2.8378617228562731e-03,3.5606568742409883e+04,6.9902024424595348e-01,2.0236349460959703e-07,2.8042566613303279e-01,6.4892956186473575e-05,5.0099479134440016e-03,9.2892615139006693e-03,2.0994604783340897e-03,4.0903243956537558e-03
886,1.6053987200947775e+00,1.7240302913679457e+01,2.4533439278236484e+01,5.5845585058551270e+37,2.8378617228562731e-03,3.5819083120309960e+04,6.9902024422160913e-01,2.0236342839439940e-07,2.8042566615737314e-01,6.4892952615546750e-05,5.0099479212837909e-03,9.2892615097021487e-03,2.0994604783340897e-03,4.0903243956537558e-03
887,1.6117961789604320e+00,1.7243563800231990e+01,2.4518412153586535e+01,5.4894466338810685e+37,2.7863889492180118e-03,3.6029495728413332e+04,6.9902024419710091e-01,2.0236336186134269e-07,2.8042566618190353e-01,6.4892949172578591e-05,5.0099479290083550e-03,9.2892615054646991e-03,2.0994604783340897e-03,4.0903243956537558e-03
888,1.6181922992228487e+00,1.7246822892836268e+01,2.4503068411120052e+01,5.3907020831704395e+37,2.7863889492180118e-03,3.6233684125269594e+04,6.9902024417242767e-01,2.0236329500413052e-07,2.8042566620662601e-01,6.4892945858830906e-05,5.0099479366166805e-03,9.2892615011878003e-03,2.0994604783340897e-03,4.0903243956537558e-03
889,1.6245859892784482e+00,1.7250079237148259e+01,2.4487089199873857e+01,5.2863064449306724e+37,2.7304457775054760e-03,3.6435087596589621e+04,6.9902024414759988e-01,2.0236322785254658e-07,2.8042566623153049e-01,6.4892942680115206e-05,5.0099479441007481e-03,9.2892614968728679e-03,2.0994604783340897e-03,4.0903243956537558e-03
890,1.6309782753968748e+00,1.7253333763740155e+01,2.4470758045668228e+01,5.1781681654287758e+37,2.7304457775054760e-03,3.6629312052563980e+04,6.9902024412261649e-01,2.0236316040204651e-07,2.8042566625661841e-01,6.4892939637603213e-05,5.0099479514595532e-03,9.2892614925194862e-03,2.0994604783340897e-03,4.0903243956537558e-03
891,1.6373680824810952e+00,1.7256585486735658e+01,2.4453697636737583e+01,5.0638727737403383e+37,2.6696727481947415e-03,3.6819946675333103e+04,6.9902024409749001e-01,2.0236309268734609e-07,2.8042566628187802e-01,6.4892936737370714e-05,5.0099479586845125e-03,9.2892614881293678e-03,2.0994604783340897e-03,4.0903243956537558e-03
892,1.6437564970263989e+00,1.7259835424931821e+01,2.4436242572494775e+01,4.9457752379435397e+37,2.6696727481948525e-03,3.7002318530113709e+04,6.9902024407221992e-01,2.0236302470603795e-07,2.8042566630730995e-01,6.4892933980437765e-05,5.0099479657746703e-03,9.2892614837022406e-03,2.0994604783340897e-03,4.0903243956537558e-03
893,1.6501424326806750e+00,1.7263082561607001e+01,2.4417943294574517e+01,4.8209865580209054e+37,2.6036452081122942e-03,3.7180091432907849e+04,6.9902024404682112e-01,2.0236295649882500e-07,2.8042566633290029e-01,6.4892931373132034e-05,5.0099479727208278e-03,9.2892614792401815e-03,2.0994604783340897e-03,4.0903243956537558e-03
894,1.6565270185890419e+00,1.7266328018922614e+01,2.4399197033322632e+01,4.6924063549331371e+37,2.6036452081121832e-03,3.7348324525931402e+04,6.9902024402129399e-01,2.0236288806584439e-07,2.8042566635864854e-01,6.4892928916240171e-05,5.0099479795221419e-03,9.2892614747431085e-03,2.0994604783340897e-03,4.0903243956537558e-03
895,1.6629090556408582e+00,1.7269570708858092e+01,2.4379463585274216e+01,4.5565753549145577e+37,2.5318060761263541e-03,3.7510655746136731e+04,6.9902024399565592e-01,2.0236281945576277e-07,2.8042566638453791e-01,6.4892926616340762e-05,5.0099479861686777e-03,9.2892614702136011e-03,2.0994604783340897e-03,4.0903243956537558e-03
896,1.6692897081734995e+00,1.7272811844809002e+01,2.4359218467778722e+01,4.4170621099886462e+37,2.5318060761262430e-03,3.7661859603172165e+04,6.9902024396990896e-01,2.0236275067169406e-07,2.8042566641056687e-01,6.4892924473874327e-05,5.0099479926597929e-03,9.2892614656518031e-03,2.0994604783340897e-03,4.0903243956537558e-03
897,1.6756676713484854e+00,1.7276050172696648e+01,2.4337805385521233e+01,4.2697169820441560e+37,2.4534688980254473e-03,3.7805301388236745e+04,6.9902024394407407e-01,2.0236268177207787e-07,2.8042566643671484e-01,6.4892922495627471e-05,5.0099479989847530e-03,9.2892614610609385e-03,2.0994604783340897e-03,4.0903243956537558e-03
898,1.6820442475351573e+00,1.7279286966912836e+01,2.4315799433136153e+01,4.1189344804837091e+37,2.4534688980255583e-03,3.7935545697850914e+04,6.9902024391815418e-01,2.0236261276342593e-07,2.8042566646297878e-01,6.4892920681547199e-05,5.0099480051432472e-03,9.2892614564414355e-03,2.0994604783340897e-03,4.0903243956537558e-03
899,1.6884180470202110e+00,1.7282520803854442e+01,2.4292392509484797e+01,3.9597244757771704e+37,2.3677869451894659e-03,3.8055643233121827e+04,6.9902024389217531e-01,2.0236254371670332e-07,2.8042566648933346e-01,6.4892919038574259e-05,5.0099480111236269e-03,9.2892614517973459e-03,2.0994604783340897e-03,4.0903243956537558e-03
900,1.6947905281512496e+00,1.7285753098668017e+01,2.4268288832756592e+01,3.7975071373859088e+37,2.3677869451893549e-03,3.8160173549177285e+04,6.9902024386614209e-01,2.0236247464298586e-07,2.8042566651577383e-01,6.4892917565987344e-05,5.0099480169260237e-03,9.2892614471294852e-03,2.0994604783340897e-03,4.0903243956537558e-03
901,1.6996091333105043e+00,1.7288192303076268e+01,2.4242476995123212e+01,3.6262620715474156e+37,1.1368657933822361e-03,3.8251387705975510e+04,6.9902024384646832e-01,2.0236242253304506e-07,2.8042566653577907e-01,6.4892916588024949e-05,5.0099480211632565e-03,9.2892614435908829e-03,2.0994604783340897e-03,4.0903243956537558e-03
902,1.7027602404000623e+00,1.7289789678442502e+01,2.4229400021328628e+01,3.5406141595363607e+37,1.1368657933823471e-03,3.8289632818184177e+04,6.9902024383357108e-01,2.0236238840087343e-07,2.8042566654890123e-01,6.4892915990247956e-05,5.0099480238935676e-03,9.2892614412675644e-03,2.0994604783340897e-03,4.0903243956537558e-03
903,1.7075273984472241e+00,1.7292209436725602e+01,2.4215832709186826e+01,3.4526477014753806e+37,2.2737315867645833e-03,3.8323970741780662e+04,6.9902024381401792e-01,2.0236233669854146e-07,2.8042566656880701e-01,6.4892915150611027e-05,5.0099480279599726e-03,9.2892614377397588e-03,2.0994604783340897e-03,4.0903243956537558e-03
904,1.7138931752955073e+00,1.7295433819064345e+01,2.4187063464981952e+01,3.2694576140353173e+37,2.1700440735338286e-03,3.8379353606258392e+04,6.9902024378797120e-01,2.0236226794558951e-07,2.8042566659535573e-01,6.4892914213747348e-05,5.0099480331781789e-03,9.2892614330252456e-03,2.0994604783340897e-03,4.0903243956537558e-03
905,1.7202579929987591e+00,1.7298656750445911e+01,2.4157276271201038e+01,3.0849552020215429e+37,2.1700440735338286e-03,3.8412395788564563e+04,6.9902024376195868e-01,2.0236219940046167e-07,2.8042566662190097e-01,6.4892913456678069e-05,5.0099480381943104e-03,9.2892614283019501e-03,2.0994604783340897e-03,4.0903243956537558e-03
906,1.7266200403941960e+00,1.7301876277420040e+01,2.4124781695452761e+01,2.8902703338484506e+37,2.0550821401946759e-03,3.8421905394473640e+04,6.9902024373603000e-01,2.0236213119673083e-07,2.8042566664839320e-01,6.4892912885998814e-05,5.0099480429932921e-03,9.2892614235783064e-03,2.0994604783340897e-03,4.0903243956537558e-03
907,1.7329811234066974e+00,1.7305094446644071e+01,2.4091009143252946e+01,2.6957478600215840e+37,2.0550821401945649e-03,3.8404091986906685e+04,6.9902024371019928e-01,2.0236206336796844e-07,2.8042566667481709e-01,6.4892912497183763e-05,5.0099480475779110e-03,9.2892614188571602e-03,2.0994604783340897e-03,4.0903243956537558e-03
908,1.7393390585048229e+00,1.7308308967332362e+01,2.4053677206723760e+01,2.4905334133129963e+37,1.9266149596504087e-03,3.8353714081000017e+04,6.9902024368453030e-01,2.0236199608471445e-07,2.8042566670110836e-01,6.4892912296193658e-05,5.0099480519315022e-03,9.2892614141496157e-03,2.0994604783340897e-03,4.0903243956537558e-03
909,1.7456958570007554e+00,1.7311522176677279e+01,2.4014684301858846e+01,2.2875978913608134e+37,1.9266149596502977e-03,3.8269086376655746e+04,6.9902024365904242e-01,2.0236192939305590e-07,2.8042566672724591e-01,6.4892912276222221e-05,5.0099480560584863e-03,9.2892614094596908e-03,2.0994604783340897e-03,4.0903243956537558e-03
910,1.7519071722409547e+00,1.7314659274455657e+01,2.3970817347719801e+01,2.0735529659180556e+37,1.6980689515339049e-03,3.8733338819684973e+04,6.9902024363419590e-01,2.0236186449884487e-07,2.8042566675275795e-01,6.4892912439584815e-05,5.0099480598823014e-03,9.2892614048718016e-03,2.0994604783340897e-03,4.0903243956537558e-03
911,1.7579494570314448e+00,1.7317710900091299e+01,2.3926991786315987e+01,1.8748341991816602e+37,1.6980689515340159e-03,3.9738124085583969e+04,6.9902024360992118e-01,2.0236180120523719e-07,2.8042566677771212e-01,6.4892912763928123e-05,5.0099480634386388e-03,9.2892614003749578e-03,2.0994604783340897e-03,4.0903243956537558e-03
912,1.7642641618301551e+00,1.7320898712483934e+01,2.3876847361362023e+01,1.6658218347436964e+37,1.6980689515340159e-03,4.0874491721329100e+04,6.9902024358448615e-01,2.0236173500434144e-07,2.8042566680389114e-01,6.4892913285020776e-05,5.0099480669676070e-03,9.2892613956470597e-03,2.0994604783340897e-03,4.0903243956537558e-03
913,1.7709179872236482e+00,1.7324256135066482e+01,2.3818206989455941e+01,1.4454994539673597e+37,1.6980689515339049e-03,4.2187404257413367e+04,6.9902024355766334e-01,2.0236166532335455e-07,2.8042566683153449e-01,6.4892914036769768e-05,5.0099480704690435e-03,9.2892613906430874e-03,2.0994604783340897e-03,4.0903243956537558e-03
914,1.7774318792815551e+00,1.7327539416787571e+01,2.3747526675287438e+01,1.2126177039560126e+37,1.4183456751003527e-03,4.3750413392339133e+04,6.9902024353147202e-01,2.0236159742130048e-07,2.8042566685856428e-01,6.4892914981971649e-05,5.0099480736583688e-03,9.2892613857378751e-03,2.0994604783340897e-03,4.0903243956537558e-03
915,1.7837660216472485e+00,1.7330732415690657e+01,2.3674804472868973e+01,1.0072736069561576e+37,1.4183456751004637e-03,4.5339982748105054e+04,6.9902024350610787e-01,2.0236153178401812e-07,2.8042566688477323e-01,6.4892916081063019e-05,5.0099480765472490e-03,9.2892613809708404e-03,2.0994604783340897e-03,4.0903243956537558e-03
916,1.7902509898468260e+00,1.7333998500854928e+01,2.3582335050592120e+01,7.9083800657834020e+36,1.2450474552107022e-03,4.7342474280695645e+04,6.9902024348040407e-01,2.0236146540171415e-07,2.8042566691136897e-01,6.4892917397708407e-05,5.0099480792544213e-03,9.2892613761214022e-03,2.0994604783340897e-03,4.0903243956537558e-03
917,1.7957537543041253e+00,1.7336766484053447e+01,2.3473375684087063e+01,5.9035486389368356e+36,7.9224317546944220e-04,4.9685799881098686e+04,6.9902024345895670e-01,2.0236141012097927e-07,2.8042566693358988e-01,6.4892918661091716e-05,5.0099480813343841e-03,9.2892613720597907e-03,2.0994604783340897e-03,4.0903243956537558e-03
