 model_number num_zones star_age log_dt star_mass log_xmstar log_abs_mdot mass_conv_core conv_mx1_top conv_mx1_bot conv_mx2_top conv_mx2_bot mx1_top mx1_bot mx2_top mx2_bot log_LH log_LHe log_LZ log_Lnuc pp cno tri_alfa epsnuc_M_1 epsnuc_M_2 epsnuc_M_3 epsnuc_M_4 epsnuc_M_5 epsnuc_M_6 epsnuc_M_7 epsnuc_M_8 he_core_mass c_core_mass o_core_mass si_core_mass fe_core_mass neutron_rich_core_mass log_Teff log_L log_R log_g v_div_csound_surf log_center_T log_center_Rho log_cntr_P log_cntr_Rho log_cntr_T center_mu center_ye center_abar center_h1 center_he4 center_c12 center_o16 surface_c12 surface_o16 total_mass_h1 total_mass_he4 num_retries num_backups num_iters 
 785 735 3.2934835419916482E+004 1.9840340018826566E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999966578480948E-001 9.9999774764387006E-001 9.9999999874010170E-001 9.9999999367017101E-001 9.9999966578480948E-001 9.9999774764387006E-001 9.9999999874010170E-001 9.9999999367017101E-001 -1.4398822773363856E-001 -4.6386266882278221E+001 -1.5653559774527022E+001 -1.4398822773363842E-001 -5.7930753855693684E-001 -3.4259299716352770E-001 -4.6386266882278221E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.2971789857651013E+000 4.4265197264268776E+000 1.1421607281358632E+000 3.3296591561970801E+000 -8.3183355440081523E-007 7.2058255429797109E+000 -2.1620692296020106E-003 1.5363132787446840E+001 -2.1620692296020106E-003 7.2058255429797109E+000 6.1992500700917563E-001 8.5000495887620575E-001 1.2966439917028532E+000 6.9999998536706254E-001 2.7997020677526502E-001 3.4415431113561318E-003 9.3604492736504095E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999987158208E+001 4.1995530375151437E+000 0 0 3 
 790 743 3.3419412936905370E+004 1.9880347594193781E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999969935543132E-001 9.9999803404051602E-001 9.9999999887997937E-001 9.9999999445835264E-001 9.9999969935543132E-001 9.9999803404051602E-001 9.9999999887997937E-001 9.9999999445835264E-001 7.6150545735661698E-002 -4.5720630980876884E+001 -9.8999999999999986E+001 7.6150545735661615E-002 -4.2214955694598577E-001 -8.9726409204470767E-002 -4.5720630980876884E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3051831781124754E+000 4.4315493753537165E+000 1.1286671679045337E+000 3.3566462766597387E+000 -7.9422325646889376E-007 7.2180769982444257E+000 3.1692991775367794E-002 1.5409453497320531E+001 3.1692991775367794E-002 7.2180769982444257E+000 6.1992501119299226E-001 8.5000495399277209E-001 1.2966440067938414E+000 6.9999997663258073E-001 2.7997020993928540E-001 3.4414911010074373E-003 9.3604492674611087E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999981904249E+001 4.1995530390227307E+000 0 0 3 
 795 748 3.3908645094775944E+004 1.9922796411633266E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999974038619122E-001 9.9999828523328038E-001 9.9999999901985703E-001 9.9999999514800531E-001 9.9999974038619122E-001 9.9999828523328038E-001 9.9999999901985703E-001 9.9999999514800531E-001 3.0042984219229590E-001 -4.5065765766185976E+001 -1.5352529778863040E+001 3.0042984219229601E-001 -2.5571161002952747E-001 1.5903873174196972E-001 -4.5065765766185976E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3131230169824963E+000 4.4362082223124437E+000 1.1151169136438548E+000 3.3837467851810965E+000 -7.5784046716338664E-007 7.2302160354034193E+000 6.5288011945888277E-002 1.5455397112431321E+001 6.5288011945888277E-002 7.2302160354034193E+000 6.1992501832852975E-001 8.5000494557576289E-001 1.2966440328560673E+000 6.9999996173584955E-001 2.7997021526989307E-001 3.4413988239698785E-003 9.3604492552863267E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999973676001E+001 4.1995530415936217E+000 0 0 3 
 800 753 3.4402894522617287E+004 1.9968426575991804E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999977171877175E-001 9.9999850421154579E-001 9.9999999915973470E-001 9.9999999575499687E-001 9.9999977171877175E-001 9.9999850421154579E-001 9.9999999915973470E-001 9.9999999575499687E-001 5.2678400917481483E-001 -4.4421381201022832E+001 -1.5352529778863040E+001 5.2678400917481483E-001 -8.1147821831645719E-002 4.0378504184596331E-001 -4.4421381201022832E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3209960877390108E+000 4.4404988049474676E+000 1.1015160634483385E+000 3.4109484855721290E+000 -7.2229876544719583E-007 7.2422449393508552E+000 9.8630596807629742E-002 1.5500974626836808E+001 9.8630596807629742E-002 7.2422449393508552E+000 6.1992503056290116E-001 8.5000493107043895E-001 1.2966440778870940E+000 6.9999993619436662E-001 2.7997022417774964E-001 3.4412365594816722E-003 9.3604492315982526E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999960443434E+001 4.1995530459436914E+000 0 0 3 
 805 760 3.4902707470925816E+004 2.0018841295528267E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999979559121399E-001 9.9999869610849501E-001 9.9999999922967342E-001 9.9999999628288305E-001 9.9999979559121399E-001 9.9999869610849501E-001 9.9999999922967342E-001 9.9999999628288305E-001 7.5369771590352230E-001 -4.3787028915793428E+001 -9.8999999999999986E+001 7.5369771590352230E-001 1.0007188420375845E-001 6.4467126510120887E-001 -4.3787028915793428E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3288033912746888E+000 4.4444246467077981E+000 1.0878643772571464E+000 3.4382518579545134E+000 -6.8774601438411922E-007 7.2541699421262287E+000 1.3174239396876022E-001 1.5546212845223470E+001 1.3174239396876022E-001 7.2541699421262287E+000 6.1992505157424593E-001 8.5000490612666502E-001 1.2966441555531463E+000 6.9999989232935245E-001 2.7997023895020928E-001 3.4409535643281607E-003 9.3604491859751310E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999938720235E+001 4.1995530532511909E+000 0 0 3 
 810 766 3.5408617192038138E+004 2.0073674344457535E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999982393973919E-001 9.9999886367901358E-001 9.9999999936955108E-001 9.9999999675087459E-001 9.9999982393973919E-001 9.9999886367901358E-001 9.9999999936955108E-001 9.9999999675087459E-001 9.8007338168942471E-001 -4.3162214308786886E+001 -1.4449439791871097E+001 9.8007338168942482E-001 2.8632526251200963E-001 8.8184802758801117E-001 -4.3162214308786886E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3365447839912798E+000 4.4479893435168902E+000 1.0741639402285115E+000 3.4656527320117831E+000 -6.5406132928049350E-007 7.2660000874723769E+000 1.6463732607863169E-001 1.5591134765675257E+001 1.6463732607863169E-001 7.2660000874723769E+000 6.1992508762247389E-001 8.5000486338652215E-001 1.2966442890495049E+000 6.9999981707211223E-001 2.7997026326604435E-001 3.4404638357965278E-003 9.3604490989432111E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999902541434E+001 4.1995530654403996E+000 0 0 3 
 815 772 3.5921307827432443E+004 2.0132825803313446E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999984482812609E-001 9.9999900938136344E-001 9.9999999943948981E-001 9.9999999715946952E-001 9.9999984482812609E-001 9.9999900938136344E-001 9.9999999943948981E-001 9.9999999715946952E-001 1.2052033221930154E+000 -4.2546268587004050E+001 -9.8999999999999986E+001 1.2052033221930152E+000 4.7606333923092797E-001 1.1155193319519332E+000 -4.2546268587004050E+001 0.0000000000000000E+000 -2.0000000000000000E+001 -2.0000000000000000E+001 1.2867236314463851E+032 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3442215691518395E+000 4.4511974970674517E+000 1.0604144466826724E+000 3.4931517191034613E+000 -6.2119570434241991E-007 7.2777462948511529E+000 1.9733458852840349E-001 1.5635770500726052E+001 1.9733458852840349E-001 7.2777462948511529E+000 6.1992514932256448E-001 8.5000479045183441E-001 1.2966445175933119E+000 6.9999968826196635E-001 2.7997030300807058E-001 3.4396222374995689E-003 9.3604489343430009E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999841717059E+001 4.1995530856395513E+000 0 0 3 
 820 778 3.6441451777769966E+004 2.0197933966552952E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999986235945093E-001 9.9999913753974179E-001 9.9999999950651464E-001 9.9999999751833846E-001 9.9999986235945093E-001 9.9999913753974179E-001 9.9999999950651464E-001 9.9999999751833846E-001 1.4286092031981066E+000 -4.1938607262237376E+001 -9.8999999999999986E+001 1.4286092031981064E+000 6.6785189171011894E-001 1.3458639817253757E+000 -4.1938607262237376E+001 0.0000000000000000E+000 -2.0000000000000000E+001 -2.0000000000000000E+001 5.7785538234162826E+032 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3518345369970275E+000 4.4540542845304625E+000 1.0466169047238025E+000 3.5207468030212010E+000 -5.8937488618516413E-007 7.2894183003689079E+000 2.2984556131278883E-001 1.5680144070419042E+001 2.2984556131278883E-001 7.2894183003689079E+000 6.1992525456795589E-001 8.5000466656020734E-001 1.2966449070853054E+000 6.9999946854317152E-001 2.7997036748936277E-001 3.4381854205994952E-003 9.3604486255358943E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999738919804E+001 4.1995531188964321E+000 0 0 3 
 825 786 3.6969732057755071E+004 2.0267139124747890E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999988138280327E-001 9.9999924904761328E-001 9.9999999957353924E-001 9.9999999783232529E-001 9.9999988138280327E-001 9.9999924904761328E-001 9.9999999957353924E-001 9.9999999783232529E-001 1.6499528019828842E+000 -4.1338692539026646E+001 -1.4148409796207115E+001 1.6499528019828844E+000 8.6038217708085507E-001 1.5730198365227539E+000 -4.1338692539026646E+001 0.0000000000000000E+000 -2.0000000000000000E+001 -2.0000000000000000E+001 1.1557797724965415E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3593830403453540E+000 4.4565645698340415E+000 1.0327750406789398E+000 3.5484305311109265E+000 -5.5824667735208632E-007 7.3010291684464503E+000 2.6216611136502926E-001 1.5724268976465211E+001 2.6216611136502926E-001 7.3010291684464503E+000 6.1992543338771122E-001 8.5000445711018435E-001 1.2966455677469397E+000 6.9999909522480097E-001 2.7997047129151437E-001 3.4357474218302832E-003 9.3604480504494193E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999564812121E+001 4.1995531732952287E+000 0 0 3 
 830 793 3.7507067387344287E+004 2.0343928299042489E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999989537056211E-001 9.9999934606637453E-001 9.9999999964056363E-001 9.9999999810870155E-001 9.9999989537056211E-001 9.9999934606637453E-001 9.9999999964056363E-001 9.9999999810870155E-001 1.8690931622922879E+000 -4.0745650440571318E+001 -1.3148409796207115E+001 1.8690931622922882E+000 1.0525365004526175E+000 1.7972016430379920E+000 -4.0745650440571318E+001 0.0000000000000000E+000 -2.0000000000000000E+001 -2.0000000000000000E+001 1.8209140527994580E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3668691574165575E+000 4.4587344037122012E+000 1.0188877234756122E+000 3.5762051655175817E+000 -5.2796470667755526E-007 7.3125994572930937E+000 2.9429214003634280E-001 1.5768165670362214E+001 2.9429214003634280E-001 7.3125994572930937E+000 6.1992585667269728E-001 8.5000410449734543E-001 1.2966466837848432E+000 6.9999846314284786E-001 2.7997063700178870E-001 3.4316318063267169E-003 9.3604469859452019E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499999269784528E+001 4.1995532617147848E+000 0 0 3 
 835 805 3.8054293916707589E+004 2.0424402808593336E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999990935832117E-001 9.9999943002942282E-001 9.9999999967407593E-001 9.9999999834937481E-001 9.9999990935832117E-001 9.9999943002942282E-001 9.9999999967407593E-001 9.9999999834937481E-001 2.0858580430054490E+000 -4.0158786361309978E+001 -9.8999999999999986E+001 2.0858580430054490E+000 1.2431537831766049E+000 2.0185110040882317E+000 -4.0158786361309978E+001 0.0000000000000000E+000 -2.0000000000000000E+001 -2.0000000000000000E+001 2.5453148120543301E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3742913913046655E+000 4.4605666861095221E+000 1.0049593968980564E+000 3.6040618186726934E+000 -4.9852683660929771E-007 7.3241497809366951E+000 3.2618599552551825E-001 1.5811825340965168E+001 3.2618599552551825E-001 7.3241497809366951E+000 6.1992645100666122E-001 8.5000351338814195E-001 1.2966485613972591E+000 6.9999739673506101E-001 2.7997089881317622E-001 3.4247181668850902E-003 9.3604450260933794E-003 3.4416073257059758E-003 9.3604492797742141E-003 1.0499998770437111E+001 4.1995534044092713E+000 0 0 3 
 840 811 3.8612377007904717E+004 2.0513123542084926E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999991719146630E-001 9.9999950356408496E-001 9.9999999972337306E-001 9.9999999855959987E-001 9.9999991719146630E-001 9.9999950356408496E-001 9.9999999972337306E-001 9.9999999855959987E-001 2.3001051662609084E+000 -3.9577171851951711E+001 -1.3245319809215172E+001 2.3001051662609084E+000 1.4310036463616211E+000 2.2370330732636878E+000 -3.9577171851951711E+001 0.0000000000000000E+000 -2.0000000000000000E+001 -2.0000000000000000E+001 3.3099806904920235E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3816479797642884E+000 4.4620623259652632E+000 9.9099403990668111E-001 3.6319925326554441E+000 -4.6990086574537000E-007 7.3357111774386592E+000 3.5777695230196782E-001 1.5855220828735231E+001 3.5777695230196782E-001 7.3357111774386592E+000 6.1992744992735327E-001 8.5000252626741069E-001 1.2966517090879497E+000 6.9999560297723418E-001 2.7997130707922069E-001 3.4131538155588895E-003 9.3604414324992107E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499997926918399E+001 4.1995536328347747E+000 0 0 3 
 845 819 3.9182430035782592E+004 2.0608499431282525E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999992894118395E-001 9.9999956715920002E-001 9.9999999977072751E-001 9.9999999874568224E-001 9.9999992894118395E-001 9.9999956715920002E-001 9.9999999977072751E-001 9.9999999874568224E-001 2.5116306570474340E+000 -3.8999678219725546E+001 -9.8999999999999986E+001 2.5116306570474340E+000 1.6145982108052526E+000 2.4527664084619270E+000 -3.8999678219725546E+001 0.0000000000000000E+000 0.0000000000000000E+000 1.1199142916907353E+032 4.1000490090751738E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3889349674463896E+000 4.4632149625823692E+000 9.7699638285103119E-001 3.6599878467667439E+000 -4.4202677045432156E-007 7.3473244092895227E+000 3.8894064912760506E-001 1.5898287536231702E+001 3.8894064912760506E-001 7.3473244092895227E+000 6.1992912448573945E-001 8.5000088351809400E-001 1.2966569700481561E+000 6.9999259308727735E-001 2.7997193275622412E-001 3.3938826520510577E-003 9.3604348597080955E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499996505495305E+001 4.1995539949218896E+000 0 0 3 
 850 825 3.9766121141921642E+004 2.0715673215352415E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999993705408419E-001 9.9999962282862220E-001 9.9999999980229726E-001 9.9999999890677604E-001 9.9999993705408419E-001 9.9999962282862220E-001 9.9999999980229726E-001 9.9999999890677604E-001 2.7202546432415375E+000 -3.8424390870243215E+001 -9.8999999999999986E+001 2.7202546432415375E+000 1.7921387828369799E+000 2.6657229431002962E+000 -3.8424390870243215E+001 0.0000000000000000E+000 0.0000000000000000E+000 5.3267509233354811E+032 4.9057425734676259E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.3961495964675752E+000 4.4640083834011861E+000 9.6296383521806905E-001 3.6880529420326682E+000 -4.1482727825726094E-007 7.3590587014691771E+000 4.1948228337979865E-001 1.5940932155612295E+001 4.1948228337979865E-001 7.3590587014691771E+000 6.1993192817644893E-001 8.4999815599314754E-001 1.2966657478396781E+000 6.9998754785218564E-001 2.7997286999296794E-001 3.3618489749418809E-003 9.3604228322429085E-003 3.4416073257059758E-003 9.3604492797742141E-003 1.0499994115055133E+001 4.1995545621616079E+000 0 0 3 
 855 829 4.0365507630386201E+004 2.0837184023933832E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999994572649487E-001 9.9999967100904086E-001 9.9999999981808196E-001 9.9999999904831993E-001 9.9999994572649487E-001 9.9999967100904086E-001 9.9999999981808196E-001 9.9999999904831993E-001 2.9256007901454919E+000 -3.7848660669894379E+001 -1.2467168558831528E+001 2.9256007901454919E+000 1.9612023318575285E+000 2.8757012236701032E+000 -3.7848660669894379E+001 0.0000000000000000E+000 0.0000000000000000E+000 1.0796928968662182E+033 5.7161331497411889E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.4032843059908293E+000 4.4644063716535882E+000 9.4889341029776142E-001 3.7161937918732835E+000 -3.8814044252499213E-007 7.3710093216318020E+000 4.4907490468461064E-001 1.5982974292110031E+001 4.4907490468461064E-001 7.3710093216318020E+000 6.1993661959837265E-001 8.4999363540650019E-001 1.2966803770447062E+000 6.9997909423747140E-001 2.7997423144101280E-001 3.3087033502138597E-003 9.3604007385514418E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499990103185137E+001 4.1995554372208996E+000 0 0 3 
 860 839 4.0983528867971305E+004 2.0979013526720403E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999995132159847E-001 9.9999971278460453E-001 9.9999999983386667E-001 9.9999999917191573E-001 9.9999995132159847E-001 9.9999971278460453E-001 9.9999999983386667E-001 9.9999999917191573E-001 3.1270763454341477E+000 -3.7268248686521765E+001 -9.8999999999999986E+001 3.1270763454341477E+000 2.1186766404162856E+000 3.0822422055776149E+000 -3.7268248686521765E+001 0.0000000000000000E+000 0.0000000000000000E+000 1.7056164072556237E+033 6.5228677594966878E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.4103272643248772E+000 4.4643413955219415E+000 9.3477500556384341E-001 3.7444306013411195E+000 -3.6180950045973314E-007 7.3833171332573970E+000 4.7720566433078715E-001 1.6024122796134296E+001 4.7720566433078715E-001 7.3833171332573970E+000 6.1994446848937368E-001 8.4998615204196448E-001 1.2967047430470640E+000 6.9996492952967437E-001 2.7997613277069722E-001 3.2206559837935794E-003 9.3603597854825075E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499983382117698E+001 4.1995567607397630E+000 0 0 3 
 865 845 4.1624708563922744E+004 2.1151455409840461E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999995747621262E-001 9.9999974936432123E-001 9.9999999987005028E-001 9.9999999927898442E-001 9.9999995747621262E-001 9.9999974936432123E-001 9.9999999987005028E-001 9.9999999927898442E-001 3.3237502248215272E+000 -3.6675852328998033E+001 -1.2342229822223228E+001 3.3237502248215272E+000 2.2607805159556178E+000 3.2844574334237957E+000 -3.6675852328998033E+001 0.0000000000000000E+000 0.0000000000000000E+000 2.3774721203310498E+033 7.3178674474189848E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.4172610201432310E+000 4.4636975206514125E+000 9.2058555649187035E-001 3.7728094994850658E+000 -3.3563898356009331E-007 7.3961807957669299E+000 5.0310271635421677E-001 1.6063929019313736E+001 5.0310271635421677E-001 7.3961807957669299E+000 6.1995758872465812E-001 8.4997378046599903E-001 1.2967452820149992E+000 6.9994121321911318E-001 2.7997866988579523E-001 3.0750397716444821E-003 9.3602825925221608E-003 3.4416073257059758E-003 9.3604492797742141E-003 1.0499972139465804E+001 4.1995587142536701E+000 0 0 3 
 870 850 4.2295272488960240E+004 2.1362962759547557E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 2.0249292201179070E-001 1.2440963447256204E-002 7.8128307379405140E-008 9.9999996195229535E-001 9.9999978100278986E-001 1.2440963447256204E-002 7.8128307379405140E-008 9.9999996195229535E-001 9.9999978100278986E-001 3.5141722889945282E+000 -3.6065583010508362E+001 -9.8999999999999986E+001 3.5141722889945277E+000 2.3841791296880444E+000 3.4807212732288275E+000 -3.6065583010508362E+001 0.0000000000000000E+000 0.0000000000000000E+000 3.0684205390959421E+033 8.0652861695841565E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.4240515132738674E+000 4.4622811485994385E+000 9.0629638420460990E-001 3.8013878440595867E+000 -3.0973106678479441E-007 7.4090034465009458E+000 5.2686115451666904E-001 1.6101762680842413E+001 5.2686115451666904E-001 7.4090034465009458E+000 6.1996225110211034E-001 8.4996941784659363E-001 1.2967596393807013E+000 6.9993277520974118E-001 2.7997941849105101E-001 3.0237109091971292E-003 9.3602528487194223E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499953395724852E+001 4.1995615151549899E+000 0 0 3 
 875 861 4.3005221516879588E+004 2.1638289614046373E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 6.4434376643624425E-001 4.0632489605506472E-002 7.8128307157360535E-008 9.9999996614862308E-001 9.9999980874050554E-001 4.0632489605506472E-002 7.8128307157360535E-008 9.9999996614862308E-001 9.9999980874050554E-001 3.6978738014780093E+000 -3.5455529906442777E+001 -9.8999999999999986E+001 3.6978738014780093E+000 2.4926020152021424E+000 3.6699217562819353E+000 -3.5455529906442777E+001 0.0000000000000000E+000 0.0000000000000000E+000 3.7538351172680344E+033 8.8256464050058284E+033 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 4.4306399504675396E+000 4.4597577096926386E+000 8.9185779036386748E-001 3.8302650317410714E+000 -2.8300040255905864E-007 7.4212021228812128E+000 5.4855483269099647E-001 1.6136963365733656E+001 5.4855483269099647E-001 7.4212021228812128E+000 6.1996693278886816E-001 8.4996506808531236E-001 1.2967740106010328E+000 6.9992429221643337E-001 2.7998003203217581E-001 2.9725713184967752E-003 9.3602190473590485E-003 3.4416073257059758E-003 9.3604492797742123E-003 1.0499922232672260E+001 4.1995654534392424E+000 0 0 4 
